Invoice No,Invoice Date,Supplier Name,Product Name,Batch No,Expiry,MRP,Purchase Rate,Quantity,Discount,GST%,Rate A,Rate B,Rate C
INV0020,2024-04-22,HealthCare Ltd,Azithromycin 500mg,BATCH5965,06/2027,156.75,151.66,76,5.98,5,342.07,78.96,223.53
INV0020,2024-05-27,MediSupply Co,Cetirizine 10mg,BATCH8087,06/2028,253.9,98.92,62,47.51,18,352.04,433.89,279.93
INV0020,2024-07-20,MediSupply Co,Metformin 500mg,BATCH4930,03/2028,137.28,148.11,63,43.46,12,66.1,46.59,64.45
INV0020,2024-06-30,Global Drugs,Azithromycin 500mg,BATCH3479,12/2027,311.03,216.91,48,32.95,5,157.22,223.4,277.09
INV0020,2024-03-22,Global Drugs,Azithromycin 500mg,BATCH3730,11/2028,312.8,218.22,215,8.71,18,73.3,428.2,370.5
INV0020,2024-06-26,ABC Pharma,Cetirizine 10mg,BATCH1448,06/2027,326.33,262.12,78,15.76,18,301.33,99.88,64.17
INV0021,2024-03-23,ABC Pharma,Amoxicillin 250mg,BATCH1531,05/2027,441.5,240.03,425,46.07,12,350.63,58.13,215.68
INV0021,2024-08-09,ABC Pharma,Azithromycin 500mg,BATCH1811,07/2028,370.79,98.79,376,12.84,12,235.1,230.14,438.76
INV0021,2024-10-09,ABC Pharma,Vitamin D3 1000IU,BATCH7901,09/2027,178.45,86.93,13,43.58,12,398.87,411.63,410.93
INV0021,2024-06-28,ABC Pharma,Ibuprofen 400mg,BATCH2109,07/2028,138.18,311.1,166,42.03,12,399.46,64.71,496.64
INV0021,2024-01-13,ABC Pharma,Vitamin D3 1000IU,BATCH6403,10/2027,196.01,106.78,475,26.52,18,63.09,414.51,307.86
INV0021,2024-06-08,ABC Pharma,Metformin 500mg,BATCH3585,10/2028,274.36,367.15,20,3.96,12,383.71,147.57,59.01
INV0021,2024-06-26,Global Drugs,Ibuprofen 400mg,BATCH9867,10/2027,175.29,341.94,154,14.22,5,321.08,81.58,395.79
INV0021,2024-09-30,MediSupply Co,Metformin 500mg,BATCH3336,12/2026,100.43,369.93,131,38.41,12,200.03,283.95,358.02
INV0021,2024-03-21,XYZ Medical,Cetirizine 10mg,BATCH1405,08/2027,448.32,387.75,155,7.8,12,103.1,128.71,450.29
INV0021,2024-08-30,HealthCare Ltd,Cetirizine 10mg,BATCH6679,03/2028,222.82,298.86,439,37.07,5,364.48,223.5,109.77
INV0022,2024-05-16,HealthCare Ltd,Amoxicillin 250mg,BATCH7675,03/2028,432.48,100.24,103,26.27,18,281.96,72.7,456.18
INV0022,2024-04-06,Global Drugs,Vitamin D3 1000IU,BATCH5350,11/2028,212.78,308.79,185,32.36,18,147.74,184.23,183.67
INV0022,2024-06-25,MediSupply Co,Vitamin D3 1000IU,BATCH5055,03/2027,136.05,351.56,467,10.13,12,237.89,414.06,437.02
INV0022,2024-06-15,XYZ Medical,Paracetamol 500mg,BATCH8244,12/2027,288.25,135.36,346,10.0,18,283.19,185.0,415.17
INV0022,2024-04-15,ABC Pharma,Calcium 500mg,BATCH7820,08/2027,403.06,211.58,244,11.39,5,131.09,76.92,295.18
INV0022,2024-01-03,HealthCare Ltd,Cetirizine 10mg,BATCH6776,03/2027,376.63,383.2,428,36.98,12,85.39,405.73,139.08
INV0022,2024-07-20,MediSupply Co,Amoxicillin 250mg,BATCH4145,01/2028,370.89,170.36,202,22.0,18,158.23,365.98,472.4
INV0022,2024-05-16,ABC Pharma,Amoxicillin 250mg,BATCH2621,04/2028,291.36,382.47,305,31.12,18,447.68,353.34,202.25
INV0022,2024-03-19,MediSupply Co,Cetirizine 10mg,BATCH9875,12/2026,169.68,140.76,341,5.81,12,443.88,287.91,322.59
INV0022,2024-12-25,HealthCare Ltd,Cetirizine 10mg,BATCH7565,02/2028,319.3,174.38,254,30.15,5,371.29,324.34,367.37
INV0023,2024-05-18,Global Drugs,Amoxicillin 250mg,BATCH8594,03/2027,273.64,218.62,271,19.28,12,440.88,237.43,160.21
INV0023,2024-06-17,MediSupply Co,Amoxicillin 250mg,BATCH9926,04/2028,445.94,362.45,209,28.09,18,333.81,362.19,480.66
INV0023,2024-09-08,Global Drugs,Amoxicillin 250mg,BATCH4428,09/2027,461.98,240.8,71,9.78,5,286.05,425.57,422.54
INV0023,2024-02-27,HealthCare Ltd,Azithromycin 500mg,BATCH7056,02/2028,425.75,286.92,465,33.39,5,165.33,313.99,199.45
INV0023,2024-07-25,MediSupply Co,Calcium 500mg,BATCH4866,11/2027,395.18,274.45,177,36.34,18,409.23,228.14,403.66
INV0023,2024-05-18,XYZ Medical,Aspirin 75mg,BATCH9963,04/2028,372.39,45.21,267,44.47,5,209.4,91.74,348.3
INV0023,2024-03-15,HealthCare Ltd,Omeprazole 20mg,BATCH9810,01/2028,425.98,353.66,279,26.07,18,293.38,136.84,433.4
INV0023,2024-12-17,ABC Pharma,Aspirin 75mg,BATCH7743,03/2027,207.33,96.94,275,46.27,12,49.03,283.42,116.48
INV0023,2024-07-30,Global Drugs,Ibuprofen 400mg,BATCH6141,03/2028,371.9,58.44,133,11.04,12,408.47,340.77,246.99
INV0023,2024-08-18,XYZ Medical,Metformin 500mg,BATCH9178,08/2027,58.99,126.05,196,15.02,5,301.8,340.57,67.42
INV0024,2024-03-09,ABC Pharma,Cetirizine 10mg,BATCH4930,06/2028,474.98,395.34,115,21.26,12,349.83,391.6,223.23
INV0024,2024-09-15,HealthCare Ltd,Metformin 500mg,BATCH3435,11/2027,348.49,194.49,45,42.01,5,184.35,324.22,151.36
INV0024,2024-02-24,Global Drugs,Omeprazole 20mg,BATCH8775,10/2027,163.32,339.8,95,26.74,5,175.99,240.81,76.67
INV0024,2024-06-08,ABC Pharma,Amoxicillin 250mg,BATCH9061,04/2028,462.89,159.47,94,9.52,5,184.94,416.44,325.93
INV0024,2024-01-31,Global Drugs,Cetirizine 10mg,BATCH8176,05/2028,373.8,76.38,447,34.02,5,94.74,465.03,120.81
INV0024,2024-12-01,MediSupply Co,Calcium 500mg,BATCH5689,12/2027,350.84,119.56,480,42.62,12,443.58,243.74,380.15
INV0024,2024-11-26,MediSupply Co,Azithromycin 500mg,BATCH6720,12/2026,481.02,159.24,439,13.77,12,445.84,253.16,333.58
INV0024,2024-01-03,HealthCare Ltd,Paracetamol 500mg,BATCH7899,11/2026,254.2,293.16,237,25.24,18,248.28,296.62,377.55
INV0024,2024-11-10,ABC Pharma,Paracetamol 500mg,BATCH7818,04/2027,339.56,150.73,270,16.72,12,303.82,142.23,272.07
INV0024,2024-06-13,XYZ Medical,Paracetamol 500mg,BATCH8135,10/2028,280.55,39.2,439,43.16,5,214.25,445.47,400.14
INV0025,2024-06-30,XYZ Medical,Vitamin D3 1000IU,BATCH9806,06/2027,130.92,149.84,480,33.75,18,318.15,147.14,491.71
INV0025,2024-11-07,XYZ Medical,Cetirizine 10mg,BATCH9789,10/2028,241.25,379.01,386,22.64,5,249.54,179.29,117.59
INV0025,2024-04-22,XYZ Medical,Vitamin D3 1000IU,BATCH9185,04/2027,220.66,79.63,486,2.58,5,289.56,220.52,365.72
INV0025,2024-04-06,XYZ Medical,Amoxicillin 250mg,BATCH1708,07/2027,261.86,369.69,400,2.32,5,424.11,190.0,461.27
INV0025,2024-07-09,MediSupply Co,Omeprazole 20mg,BATCH1994,02/2028,409.47,374.2,192,30.19,12,84.06,442.24,379.12
INV0025,2024-03-10,XYZ Medical,Calcium 500mg,BATCH5310,01/2028,266.35,340.85,297,8.68,5,169.7,432.04,153.59
INV0025,2024-11-26,Global Drugs,Ibuprofen 400mg,BATCH2174,09/2027,433.21,34.36,215,30.86,12,230.65,195.25,79.04
INV0025,2024-01-17,ABC Pharma,Ibuprofen 400mg,BATCH3502,04/2027,303.27,298.03,324,27.54,5,136.05,215.53,427.58
INV0025,2024-10-24,MediSupply Co,Omeprazole 20mg,BATCH8547,02/2027,162.2,284.21,325,16.07,5,76.1,197.24,314.87
INV0025,2024-09-09,XYZ Medical,Paracetamol 500mg,BATCH7175,08/2028,159.64,273.61,64,26.05,18,113.21,149.01,244.97
INV0026,2024-09-17,HealthCare Ltd,Amoxicillin 250mg,BATCH1515,04/2027,336.79,93.86,400,24.24,18,178.59,164.77,312.87
INV0026,2024-09-17,ABC Pharma,Amoxicillin 250mg,BATCH3212,06/2027,67.14,179.82,86,28.4,5,42.96,315.57,113.83
INV0026,2024-09-19,XYZ Medical,Azithromycin 500mg,BATCH2229,09/2027,423.77,240.31,32,29.26,12,131.6,290.1,211.24
INV0026,2024-02-10,Global Drugs,Azithromycin 500mg,BATCH5132,05/2028,242.93,104.12,93,20.09,5,271.13,115.01,120.56
INV0026,2024-05-29,MediSupply Co,Aspirin 75mg,BATCH9334,11/2026,483.3,126.0,239,40.97,12,139.43,455.8,185.19
INV0026,2024-10-15,HealthCare Ltd,Metformin 500mg,BATCH6075,09/2027,412.8,111.82,170,41.7,12,68.0,370.79,443.78
INV0026,2024-06-26,ABC Pharma,Metformin 500mg,BATCH5075,07/2027,442.91,142.8,108,34.86,12,312.35,235.28,293.93
INV0026,2024-08-23,Global Drugs,Omeprazole 20mg,BATCH7293,04/2027,319.26,171.9,176,19.96,18,438.39,157.72,293.14
INV0026,2024-12-11,ABC Pharma,Omeprazole 20mg,BATCH1325,09/2028,323.17,114.99,166,8.89,12,351.94,244.39,132.62
INV0026,2024-10-05,MediSupply Co,Cetirizine 10mg,BATCH3480,06/2028,329.12,377.21,243,0.41,12,220.73,135.69,276.38
INV0027,2024-07-31,XYZ Medical,Cetirizine 10mg,BATCH6184,09/2027,420.11,141.94,142,33.33,18,386.67,203.46,183.72
INV0027,2024-09-18,HealthCare Ltd,Azithromycin 500mg,BATCH2798,08/2028,297.23,186.28,209,35.41,18,130.47,92.85,84.13
INV0027,2024-10-10,XYZ Medical,Metformin 500mg,BATCH2276,12/2026,134.27,326.87,114,30.33,5,373.41,93.43,271.97
INV0027,2024-10-18,Global Drugs,Omeprazole 20mg,BATCH3797,03/2027,188.29,113.55,369,38.62,5,83.22,372.33,57.63
INV0027,2024-06-05,ABC Pharma,Metformin 500mg,BATCH8218,02/2027,52.44,334.26,347,30.96,5,338.6,127.23,448.63
INV0027,2024-02-07,XYZ Medical,Calcium 500mg,BATCH8985,11/2027,175.37,92.15,59,14.39,12,124.69,334.19,307.2
INV0027,2024-04-02,Global Drugs,Calcium 500mg,BATCH7467,07/2028,50.9,89.88,352,3.28,12,333.82,470.7,102.23
INV0027,2024-09-06,MediSupply Co,Cetirizine 10mg,BATCH8239,03/2028,177.81,321.56,197,24.87,18,84.16,304.85,391.84
INV0027,2024-12-24,HealthCare Ltd,Azithromycin 500mg,BATCH3061,12/2026,370.54,178.29,110,44.99,18,98.6,110.74,137.76
INV0027,2024-10-11,ABC Pharma,Azithromycin 500mg,BATCH6060,12/2026,189.07,141.59,220,21.16,18,197.58,298.66,337.27
INV0028,2024-04-27,HealthCare Ltd,Vitamin D3 1000IU,BATCH5333,09/2027,124.71,351.27,105,0.93,5,383.72,90.71,492.42
INV0028,2024-04-11,XYZ Medical,Paracetamol 500mg,BATCH4295,06/2028,399.52,275.45,424,15.09,5,204.07,112.45,473.09
INV0028,2024-04-01,HealthCare Ltd,Amoxicillin 250mg,BATCH6342,11/2026,282.93,184.37,475,13.07,5,351.9,300.96,431.5
INV0028,2024-10-04,XYZ Medical,Amoxicillin 250mg,BATCH2408,07/2028,161.64,204.03,164,4.33,18,114.1,116.24,57.18
INV0028,2024-06-15,MediSupply Co,Azithromycin 500mg,BATCH1185,06/2027,171.18,50.6,500,4.17,18,220.57,159.23,308.67
INV0028,2024-07-25,XYZ Medical,Amoxicillin 250mg,BATCH7076,01/2027,337.37,268.84,364,21.7,12,152.89,229.72,121.98
INV0028,2024-01-07,XYZ Medical,Omeprazole 20mg,BATCH5214,01/2028,258.34,97.08,495,16.98,18,200.77,336.69,94.08
INV0028,2024-02-21,Global Drugs,Omeprazole 20mg,BATCH1526,08/2027,298.53,341.94,178,11.18,5,384.02,188.66,190.1
INV0028,2024-06-21,XYZ Medical,Aspirin 75mg,BATCH7788,02/2028,318.08,272.45,133,46.97,5,301.66,359.48,165.43
INV0028,2024-07-03,HealthCare Ltd,Calcium 500mg,BATCH6319,09/2028,376.93,78.97,10,17.23,5,64.41,261.36,340.99
INV0029,2024-04-14,XYZ Medical,Omeprazole 20mg,BATCH4952,01/2027,469.57,242.54,147,33.91,12,283.52,278.43,51.44
INV0029,2024-09-03,HealthCare Ltd,Vitamin D3 1000IU,BATCH9396,02/2028,394.36,301.65,253,21.31,5,42.76,91.36,119.46
INV0029,2024-02-16,HealthCare Ltd,Azithromycin 500mg,BATCH7593,12/2026,449.53,306.77,211,11.52,12,422.59,390.35,213.81
INV0029,2024-02-09,XYZ Medical,Ibuprofen 400mg,BATCH2182,04/2027,167.55,298.69,79,1.62,18,389.17,306.24,146.6
INV0029,2024-06-12,XYZ Medical,Azithromycin 500mg,BATCH2754,02/2027,67.13,33.96,307,33.76,12,146.25,48.21,248.96
INV0029,2024-06-25,XYZ Medical,Azithromycin 500mg,BATCH5416,06/2027,426.28,54.89,399,26.58,5,78.88,155.24,400.34
INV0029,2024-03-08,MediSupply Co,Azithromycin 500mg,BATCH7392,06/2028,438.86,244.9,153,2.19,12,409.52,271.56,229.45
INV0029,2024-07-19,MediSupply Co,Ibuprofen 400mg,BATCH7806,11/2027,369.2,308.87,124,5.35,18,303.45,285.95,377.33
INV0029,2024-07-14,HealthCare Ltd,Azithromycin 500mg,BATCH4735,11/2026,263.67,202.41,223,35.86,5,340.72,402.89,407.85
INV0029,2024-03-25,ABC Pharma,Omeprazole 20mg,BATCH5118,03/2027,351.8,162.26,119,15.29,18,218.8,64.55,163.03
INV0030,2024-11-17,Global Drugs,Ibuprofen 400mg,BATCH7176,05/2028,144.14,216.55,88,35.4,5,357.6,323.56,110.73
INV0030,2024-08-02,MediSupply Co,Vitamin D3 1000IU,BATCH6288,06/2028,268.01,220.93,453,42.36,12,193.99,242.59,193.1
INV0030,2024-06-01,MediSupply Co,Paracetamol 500mg,BATCH3775,01/2028,197.56,371.52,462,10.05,18,247.84,380.65,65.6
INV0030,2024-10-12,Global Drugs,Azithromycin 500mg,BATCH3438,02/2027,142.95,65.1,202,49.08,18,67.04,446.31,191.63
INV0030,2024-11-10,Global Drugs,Vitamin D3 1000IU,BATCH4807,06/2027,219.49,77.08,73,16.24,12,85.02,322.47,382.8
INV0030,2024-01-11,HealthCare Ltd,Azithromycin 500mg,BATCH2236,12/2027,398.12,203.7,113,17.96,12,219.94,151.24,51.52
INV0030,2024-10-06,Global Drugs,Cetirizine 10mg,BATCH2220,10/2027,208.3,377.74,492,5.26,12,432.17,309.14,378.13
INV0030,2024-01-15,Global Drugs,Metformin 500mg,BATCH5101,08/2028,440.86,187.64,229,37.73,12,220.48,295.52,101.91
INV0030,2024-09-11,XYZ Medical,Paracetamol 500mg,BATCH1602,09/2027,391.17,133.79,14,49.28,18,112.76,154.29,352.88
INV0030,2024-06-04,ABC Pharma,Ibuprofen 400mg,BATCH7647,12/2026,50.95,179.61,499,22.08,5,102.25,462.84,175.86
INV0031,2024-10-02,XYZ Medical,Omeprazole 20mg,BATCH3622,11/2026,63.54,45.47,240,36.66,18,288.63,178.46,351.5
INV0031,2024-02-29,ABC Pharma,Azithromycin 500mg,BATCH2860,12/2027,259.54,324.86,251,34.44,5,194.08,150.28,304.28
INV0031,2024-04-11,XYZ Medical,Aspirin 75mg,BATCH9894,04/2028,134.73,350.09,468,19.17,12,192.15,425.21,451.57
INV0031,2024-12-17,ABC Pharma,Metformin 500mg,BATCH3637,10/2027,236.28,176.94,375,1.3,12,148.49,336.09,136.98
INV0031,2024-02-25,Global Drugs,Amoxicillin 250mg,BATCH6564,01/2028,391.5,392.83,246,29.56,5,402.85,301.98,180.52
INV0031,2024-02-09,Global Drugs,Metformin 500mg,BATCH3523,09/2027,320.01,137.37,177,36.04,12,436.13,370.49,244.13
INV0031,2024-02-14,ABC Pharma,Omeprazole 20mg,BATCH3100,04/2027,341.92,223.68,119,7.44,5,313.65,384.34,387.45
INV0031,2024-03-08,HealthCare Ltd,Calcium 500mg,BATCH5527,12/2027,133.72,79.0,293,0.15,18,176.8,271.45,385.68
INV0031,2024-11-26,XYZ Medical,Vitamin D3 1000IU,BATCH2868,02/2027,394.64,227.27,86,15.11,12,270.4,185.6,416.78
INV0031,2024-04-17,XYZ Medical,Azithromycin 500mg,BATCH2701,08/2027,493.0,250.56,97,8.9,12,416.01,140.4,419.43
INV0032,2024-08-23,ABC Pharma,Omeprazole 20mg,BATCH3956,02/2028,216.36,256.79,380,38.76,18,225.55,345.08,379.11
INV0032,2024-07-01,HealthCare Ltd,Aspirin 75mg,BATCH1954,11/2027,80.3,276.93,64,14.35,5,80.42,422.07,346.52
INV0032,2024-12-24,Global Drugs,Omeprazole 20mg,BATCH9006,02/2028,461.4,249.06,390,36.9,12,208.01,347.64,317.99
INV0032,2024-07-25,ABC Pharma,Ibuprofen 400mg,BATCH2483,07/2028,354.94,279.11,276,32.5,18,360.09,354.48,216.34
INV0032,2024-07-20,HealthCare Ltd,Omeprazole 20mg,BATCH1705,10/2027,81.69,185.8,270,4.49,5,282.89,71.35,305.76
INV0032,2024-05-23,XYZ Medical,Ibuprofen 400mg,BATCH4342,05/2028,60.84,126.1,455,18.21,18,109.07,229.65,336.52
INV0032,2024-01-29,HealthCare Ltd,Omeprazole 20mg,BATCH9696,08/2028,475.18,337.31,380,2.91,5,411.98,345.67,429.98
INV0032,2024-01-23,MediSupply Co,Ibuprofen 400mg,BATCH5681,05/2028,301.4,282.97,455,43.39,18,442.8,107.8,210.34
INV0032,2024-06-18,Global Drugs,Ibuprofen 400mg,BATCH8006,06/2028,458.29,197.4,139,36.49,12,172.76,429.93,313.22
INV0032,2024-02-14,XYZ Medical,Vitamin D3 1000IU,BATCH6251,07/2028,239.48,125.42,101,7.98,12,231.38,161.34,463.8
INV0033,2024-05-25,ABC Pharma,Ibuprofen 400mg,BATCH1695,05/2027,119.56,370.62,151,27.55,12,314.91,140.18,438.75
INV0033,2024-11-28,XYZ Medical,Cetirizine 10mg,BATCH6078,04/2027,364.88,377.61,439,42.31,12,72.42,348.18,77.06
INV0033,2024-04-02,Global Drugs,Omeprazole 20mg,BATCH3880,08/2027,140.83,116.49,415,32.12,12,356.59,171.21,483.61
INV0033,2024-06-25,MediSupply Co,Cetirizine 10mg,BATCH8533,01/2028,324.37,281.43,59,30.56,12,353.09,204.77,139.06
INV0033,2024-01-22,HealthCare Ltd,Amoxicillin 250mg,BATCH8542,08/2028,215.66,369.88,250,8.35,12,378.47,144.15,309.47
INV0033,2024-11-17,HealthCare Ltd,Omeprazole 20mg,BATCH7739,02/2028,169.4,123.88,199,46.71,18,138.03,327.96,225.39
INV0033,2024-10-18,ABC Pharma,Calcium 500mg,BATCH8293,05/2027,209.29,245.39,90,22.26,18,353.41,148.49,182.85
INV0033,2024-01-30,MediSupply Co,Amoxicillin 250mg,BATCH5979,12/2026,308.07,104.4,309,35.25,5,383.7,299.01,483.97
INV0033,2024-10-25,MediSupply Co,Aspirin 75mg,BATCH9046,05/2028,475.1,53.73,53,21.61,18,169.53,82.74,377.4
INV0033,2024-03-09,MediSupply Co,Ibuprofen 400mg,BATCH5996,01/2027,442.67,371.47,106,33.31,5,415.51,328.56,197.17
INV0034,2024-11-24,Global Drugs,Aspirin 75mg,BATCH5976,03/2027,200.91,275.39,247,0.26,12,45.31,364.21,171.33
INV0034,2024-11-12,HealthCare Ltd,Amoxicillin 250mg,BATCH3011,07/2027,243.72,282.88,197,16.63,12,307.5,353.16,89.05
INV0034,2024-08-17,HealthCare Ltd,Azithromycin 500mg,BATCH6305,08/2027,386.55,108.24,271,21.74,12,283.78,371.81,60.96
INV0034,2024-09-03,MediSupply Co,Omeprazole 20mg,BATCH9150,01/2028,143.54,52.21,104,17.67,12,289.04,263.86,455.0
INV0034,2024-11-14,HealthCare Ltd,Omeprazole 20mg,BATCH4076,05/2028,465.09,343.08,392,1.74,12,269.85,447.84,239.93
INV0034,2024-03-11,ABC Pharma,Aspirin 75mg,BATCH4160,03/2027,234.45,257.54,465,10.71,5,405.75,306.74,59.55
INV0034,2024-07-29,HealthCare Ltd,Azithromycin 500mg,BATCH5048,03/2027,373.7,127.44,189,37.2,18,145.26,114.27,213.7
INV0034,2024-12-29,ABC Pharma,Aspirin 75mg,BATCH9976,05/2027,287.45,61.0,21,45.62,18,418.81,430.69,451.86
INV0034,2024-01-19,HealthCare Ltd,Omeprazole 20mg,BATCH9198,03/2027,189.37,159.92,179,14.2,12,384.35,129.1,387.93
INV0034,2024-03-11,Global Drugs,Ibuprofen 400mg,BATCH2847,05/2028,281.21,134.84,234,9.01,5,377.99,460.58,179.29
INV0035,2024-08-05,ABC Pharma,Paracetamol 500mg,BATCH4460,08/2028,381.54,246.56,155,18.16,5,389.86,220.57,71.51
INV0035,2024-04-20,HealthCare Ltd,Amoxicillin 250mg,BATCH9363,12/2026,419.3,164.91,289,42.33,5,136.83,336.14,192.34
INV0035,2024-09-30,HealthCare Ltd,Metformin 500mg,BATCH7982,04/2028,418.69,129.43,428,15.48,5,446.36,210.66,79.42
INV0035,2024-10-22,XYZ Medical,Paracetamol 500mg,BATCH9320,08/2028,224.06,171.7,338,47.78,5,418.64,208.91,157.59
INV0035,2024-01-06,XYZ Medical,Omeprazole 20mg,BATCH1243,04/2028,438.39,72.24,89,7.7,18,374.61,463.65,70.88
INV0035,2024-02-10,ABC Pharma,Ibuprofen 400mg,BATCH7999,10/2028,172.9,130.41,192,10.96,18,430.49,441.1,349.82
INV0035,2024-05-28,ABC Pharma,Ibuprofen 400mg,BATCH4737,01/2027,310.69,233.46,193,36.32,12,104.41,79.39,135.79
INV0035,2024-10-09,ABC Pharma,Paracetamol 500mg,BATCH2036,12/2026,251.07,248.41,428,4.25,5,361.67,294.44,368.74
INV0035,2024-12-01,HealthCare Ltd,Azithromycin 500mg,BATCH4652,05/2028,493.17,324.62,149,14.89,12,116.52,403.69,369.64
INV0035,2024-09-03,MediSupply Co,Amoxicillin 250mg,BATCH5289,06/2028,384.23,103.63,143,41.28,18,73.6,469.65,275.72
INV0036,2024-04-11,Global Drugs,Metformin 500mg,BATCH4434,04/2028,118.87,200.77,247,28.61,5,43.79,477.7,122.78
INV0036,2024-11-20,Global Drugs,Metformin 500mg,BATCH9071,02/2027,468.17,393.32,258,31.04,18,428.44,195.06,148.53
INV0036,2024-01-31,XYZ Medical,Ibuprofen 400mg,BATCH3992,06/2027,477.47,88.34,385,42.29,5,244.75,154.14,69.38
INV0036,2024-03-07,XYZ Medical,Ibuprofen 400mg,BATCH8679,06/2027,234.15,176.33,299,48.65,12,244.92,70.9,225.36
INV0036,2024-09-09,XYZ Medical,Cetirizine 10mg,BATCH2489,05/2028,426.0,96.54,495,43.13,18,330.21,330.64,423.94
INV0036,2024-05-18,XYZ Medical,Amoxicillin 250mg,BATCH7320,08/2027,103.79,123.57,420,2.66,5,440.41,245.91,392.1
INV0036,2024-05-10,MediSupply Co,Amoxicillin 250mg,BATCH3635,05/2027,368.08,268.6,228,13.91,5,97.04,369.18,392.93
INV0036,2024-05-31,HealthCare Ltd,Azithromycin 500mg,BATCH7623,10/2028,399.58,175.17,43,9.79,12,390.79,116.65,474.0
INV0036,2024-03-10,MediSupply Co,Aspirin 75mg,BATCH1709,10/2028,173.72,95.4,18,46.01,5,326.99,49.38,357.54
INV0036,2024-11-19,HealthCare Ltd,Azithromycin 500mg,BATCH7734,05/2028,220.96,274.12,99,30.47,12,187.53,276.56,128.92
INV0037,2024-05-14,MediSupply Co,Calcium 500mg,BATCH7424,04/2027,134.6,184.39,74,17.25,5,303.29,256.07,86.55
INV0037,2024-06-02,HealthCare Ltd,Amoxicillin 250mg,BATCH9626,11/2026,194.6,103.76,349,38.09,5,136.39,140.56,93.76
INV0037,2024-11-03,MediSupply Co,Calcium 500mg,BATCH4836,06/2028,142.3,325.88,416,21.46,18,74.19,102.5,461.98
INV0037,2024-10-02,Global Drugs,Metformin 500mg,BATCH4209,04/2027,252.64,271.22,435,47.65,5,66.45,142.04,179.6
INV0037,2024-07-08,ABC Pharma,Metformin 500mg,BATCH9348,11/2028,64.1,347.12,139,15.31,12,183.88,308.07,401.65
INV0037,2024-08-19,Global Drugs,Calcium 500mg,BATCH3663,11/2026,93.55,266.21,352,22.88,5,44.9,311.39,72.55
INV0037,2024-08-23,HealthCare Ltd,Ibuprofen 400mg,BATCH8383,06/2027,86.91,77.49,204,23.97,5,147.96,274.85,217.86
INV0037,2024-08-03,ABC Pharma,Azithromycin 500mg,BATCH8597,04/2027,348.12,232.31,197,36.8,5,389.43,365.22,346.1
INV0037,2024-03-10,ABC Pharma,Azithromycin 500mg,BATCH2294,11/2027,339.68,135.45,161,4.34,5,251.29,177.25,397.95
INV0037,2024-11-04,MediSupply Co,Aspirin 75mg,BATCH6584,10/2027,301.74,281.75,453,39.82,18,75.06,260.93,172.3
INV0038,2024-10-07,MediSupply Co,Aspirin 75mg,BATCH6790,09/2027,68.33,320.89,440,14.75,18,371.19,310.43,323.01
INV0038,2024-01-16,MediSupply Co,Azithromycin 500mg,BATCH2548,10/2028,166.68,46.03,258,46.2,5,232.33,474.51,407.85
INV0038,2024-02-18,XYZ Medical,Omeprazole 20mg,BATCH9712,08/2028,262.04,284.97,68,32.58,18,284.4,77.11,438.52
INV0038,2024-12-26,MediSupply Co,Metformin 500mg,BATCH9496,03/2027,211.74,348.76,405,25.23,12,383.38,65.55,365.06
INV0038,2024-09-21,MediSupply Co,Aspirin 75mg,BATCH4885,10/2027,305.42,338.58,62,30.6,12,399.48,288.07,128.36
INV0038,2024-11-16,XYZ Medical,Omeprazole 20mg,BATCH2516,01/2027,342.91,278.04,364,39.99,12,195.74,392.52,448.95
INV0038,2024-11-06,ABC Pharma,Metformin 500mg,BATCH9091,09/2028,138.87,101.42,364,1.35,18,75.13,84.7,275.37
INV0038,2024-09-29,MediSupply Co,Omeprazole 20mg,BATCH1003,01/2027,217.23,219.12,133,42.42,5,431.06,305.29,74.9
INV0038,2024-06-20,MediSupply Co,Vitamin D3 1000IU,BATCH7634,04/2028,343.31,71.67,317,13.59,18,393.26,303.66,237.05
INV0038,2024-10-21,MediSupply Co,Ibuprofen 400mg,BATCH5855,09/2028,189.28,182.13,263,30.84,5,153.1,422.82,166.27
INV0039,2024-08-18,XYZ Medical,Omeprazole 20mg,BATCH3962,09/2028,360.41,250.46,270,14.45,18,258.12,270.8,344.41
INV0039,2024-02-02,XYZ Medical,Omeprazole 20mg,BATCH7173,12/2026,168.7,140.65,52,37.93,18,153.64,180.21,478.73
INV0039,2024-09-01,XYZ Medical,Amoxicillin 250mg,BATCH9067,04/2027,281.67,386.62,99,3.68,18,96.64,273.56,319.44
INV0039,2024-11-24,Global Drugs,Cetirizine 10mg,BATCH5717,06/2028,414.66,379.52,451,35.14,12,91.69,424.27,463.5
INV0039,2024-05-03,XYZ Medical,Omeprazole 20mg,BATCH1018,07/2028,190.29,276.39,263,44.64,5,428.46,150.12,443.66
INV0039,2024-04-06,Global Drugs,Cetirizine 10mg,BATCH5899,05/2027,159.71,52.01,300,1.21,5,92.77,220.96,77.16
INV0039,2024-07-08,ABC Pharma,Omeprazole 20mg,BATCH2596,04/2027,465.73,137.26,174,17.66,18,270.92,403.97,465.81
INV0039,2024-11-22,HealthCare Ltd,Aspirin 75mg,BATCH7491,10/2027,379.83,143.64,131,22.98,5,248.14,45.38,334.74
INV0039,2024-11-02,HealthCare Ltd,Amoxicillin 250mg,BATCH1471,02/2028,153.02,357.75,190,41.41,5,416.3,281.55,400.91
